ID_SOLICITUD,FECHA_DEMANDA,HORA_DEMANDA,TIPO_PROD, IMPORTE_SOL ,WEB,IP_SOLICITUD,DISPOSITIVO,NAVEGADOR,EMAIL,TASA_INTERES,DECISION,MOTIVO_RECHAZO,ID_CLIENTE
3000000005558989,01/03/2019,01:12:32,B 2150850001,  ,1,85.59.14.232,browser_mobile,Chrome,GMAIL.COM,0,ABANDONADO,PG,2900010812204
3000000005560501,01/03/2019,18:45:00,B 2150850001, 4.000  ,1,37.15.160.181,browser_mobile,Chrome,HOTMAIL.COM,20.63,ABANDONADO,ZC,2900006794220
3000000005817041,01/04/2019,16:10:10,B 2150850001, 5.000  ,1,83.43.61.37,browser_mobile,Safari,HOTMAIL.COM,20.73,ABANDONADO,DT,2900010478631
3000000005817362,01/04/2019,02:13:20,B 2150850001,  ,1,188.79.88.121,browser_computer,Chrome,GMAIL.COM,0,ABANDONADO,PG,2900010934637
3000000005817740,01/04/2019,01:49:24,B 2150850001, 4.000  ,1,84.79.242.2,browser_mobile,Safari,INSPINEDA.COM,12.51,ABANDONADO,PG,2900000726183
3000000005819787,01/04/2019,01:49:26,B 2150850001, 12.000  ,1,90.71.20.24,browser_mobile,Safari,GMAIL.COM,6.01,ABANDONADO,PG,2900006486560
3000000006059354,01/05/2019,11:34:39,B 2150850001, 7.000  ,1,90.165.99.24,browser_computer,Chrome,HOTMAIL.COM,17.17,ABANDONADO,WA,2900002425872
3000000006060522,01/05/2019,15:21:34,B 2150850001, 13.500  ,1,92.56.129.14,browser_mobile,Chrome,GMAIL.COM,8.25,ABANDONADO,WA,2900007113067
3000000006062498,01/05/2019,23:15:50,B 2150850001, 12.750  ,1,85.49.245.149,browser_computer,Chrome,GMAIL.COM,8.79,ABANDONADO,WA,2900002152302
3000000005561237,01/03/2019,10:40:47,B 2150850001, 5.000  ,1,95.18.105.95,browser_mobile,Opera,GMAIL.COM,20.75,RECHAZADO,SN,2900003722341
3000000005561029,01/03/2019,01:09:30,B 2150850001, 10.000  ,1,148.103.87.234,browser_mobile,Safari,GMAIL.COM,7.18,ABANDONADO,PG,2900010863874
3000000005558603,01/03/2019,16:53:23,B 2150850001, 11.000  ,1,213.194.146.2,browser_computer,Chrome,GMAIL.COM,9.22,RECHAZADO,FN,2900000876063
3000000005561292,01/03/2019,13:28:26,B 2150850001, 4.000  ,1,81.39.235.234,browser_mobile,Other,HOTMAIL.COM,12.52,ACEPTADO,,2900002512871
3000000005555831,01/03/2019,15:55:52,B 2150850001, 15.000  ,1,85.51.21.221,browser_mobile,Chrome,GMAIL.COM,8.68,RECHAZADO,BU,2900003349191
3000000005557357,01/03/2019,01:09:27,B 2150850001, 15.000  ,1,85.48.184.233,browser_mobile,Chrome,GMAIL.COM,11.41,ABANDONADO,PG,2900001549509
3000000005561490,01/03/2019,01:09:30,B 2150850001, 15.000  ,1,85.48.184.233,browser_mobile,Chrome,GMAIL.COM,6.01,ABANDONADO,PG,2900007392911
3000000005558127,01/03/2019,12:39:49,B 2150850001, 6.000  ,1,90.174.3.233,browser_mobile,Safari,GMAIL.COM,10.25,RECHAZADO,BU,2900001093835
3000000005558915,01/03/2019,02:12:32,B 2150850001, 12.000  ,1,195.55.238.150,browser_mobile,Chrome,GMAIL.COM,8.67,ABANDONADO,PG,2900003773508
3000000005558184,01/03/2019,16:12:54,B 2150850001, 5.000  ,1,84.78.245.77,browser_mobile,Chrome,GMAIL.COM,11.56,RECHAZADO,FN,2900010580866
3000000005821783,01/04/2019,12:48:15,B 2150850001, 4.500  ,1,85.84.81.32,browser_mobile,Chrome,HOTMAIL.COM,11.44,ACEPTADO,,2900002699573
3000000005810193,01/04/2019,01:49:19,B 2150850001, 4.000  ,1,213.177.199.71,browser_mobile,Safari,HOTMAIL.COM,20.74,ABANDONADO,PG,2900003791904
3000000005818909,01/04/2019,02:13:21,B 2150850001, 9.000  ,1,87.219.185.134,browser_mobile,Chrome,GMAIL.COM,16.01,ABANDONADO,PG,2900010915202
3000000005819611,01/04/2019,19:26:57,B 2150850001, 10.000  ,1,83.143.108.91,browser_mobile,Other,YAHOO.COM,8.84,ABANDONADO,ZC,2900003102129
3000000005820207,01/04/2019,01:49:26,B 2150850001, 4.000  ,1,89.129.191.37,browser_mobile,Chrome,GMAIL.COM,11.45,ABANDONADO,PG,2900002255666
3000000005812606,01/04/2019,09:23:34,B 2150850001, 6.000  ,0,194.99.104.173,,,OUTLOOK.ES,10.25,ACEPTADO,,2900002496456
3000000005818661,01/04/2019,11:09:56,B 2150850001, 8.500  ,1,5.225.99.150,browser_computer,Chrome,GMAIL.COM,16.01,ABANDONADO,ZC,2900000977662
3000000005813778,01/04/2019,01:49:21,B 2150850001, 8.000  ,1,90.173.201.30,browser_mobile,Chrome,HOTMAIL.COM,15.9,ABANDONADO,PG,2900010362552
3000000005811753,01/04/2019,16:24:24,B 2150850001, 4.000  ,1,80.102.142.224,browser_mobile,Chrome,GTMAIL.COM,20.62,RECHAZADO,BU,2900010411184
3000000005812290,01/04/2019,15:33:29,B 2150850001, 8.000  ,1,79.154.233.5,browser_mobile,Chrome,GMAIL.COM,16.01,RECHAZADO,SC,2900010933139
3000000005815562,01/04/2019,16:20:39,B 2150850001, 6.000  ,1,90.173.201.30,browser_mobile,Chrome,HOTMAIL.COM,10.25,RECHAZADO,BA,2900007443400
3000000005814147,01/04/2019,12:12:05,B 2150850001, 7.000  ,1,81.203.65.113,browser_computer,Chrome,GMAIL.COM,12.52,RECHAZADO,BA,2900002440662
3000000005820597,01/04/2019,02:13:21,B 2150850001, 15.000  ,1,89.29.218.204,browser_mobile,Chrome,GMAIL.COM,6.11,ABANDONADO,PG,2900000773963
3000000005818295,01/04/2019,13:53:33,B 2150850001, 4.000  ,1,213.194.182.245,browser_mobile,Safari,GMAIL.COM,20.63,ACEPTADO,,2900001504677
3000000005812181,01/04/2019,09:42:43,B 2150850001, 4.000  ,1,95.127.168.13,browser_mobile,Chrome,GMAIL.COM,20.62,ABANDONADO,DO,2900010272415
3000000005817831,01/04/2019,01:49:24,B 2150850001, 4.000  ,1,31.4.141.5,browser_mobile,Chrome,GMAIL.COM,12.51,ABANDONADO,PG,2900010472146
3000000005816948,01/04/2019,10:58:23,B 2150850001, 4.000  ,1,95.127.252.5,browser_mobile,Other,HOTMAIL.COM,11.45,ACEPTADO,,2900003301864
3000000005819545,01/04/2019,15:34:04,B 2150850001, 9.500  ,1,85.251.180.104,browser_mobile,Chrome,LIVE.COM,16.01,ABANDONADO,ZC,2900010618082
3000000005814532,01/04/2019,13:33:56,B 2150850001, 6.000  ,1,62.174.164.178,browser_mobile,Chrome,GMAIL.COM,12.62,ACEPTADO,,2900010933791
3000000005820738,01/04/2019,01:49:26,B 2150850001, 15.000  ,1,81.44.0.143,browser_mobile,Safari,GMAIL.COM,6.01,ABANDONADO,PG,2900001816930
3000000005816158,01/04/2019,18:09:47,B 2150850001, 4.000  ,1,83.32.68.64,browser_mobile,Chrome,GMAIL.COM,11.44,ACEPTADO,,2900010934248
3000000005821902,01/04/2019,01:49:27,B 2150850001, 15.000  ,1,85.61.83.216,browser_mobile,Chrome,HOTMAIL.COM,8.24,ABANDONADO,PG,2900006451503
3000000005810927,01/04/2019,16:09:17,B 2150850001, 4.000  ,1,84.121.4.76,browser_mobile,Safari,GMAIL.COM,20.61,ACEPTADO,,2900006671112
3000000006057877,01/05/2019,02:15:21,B 2150850001, 15.000  ,1,90.77.153.171,browser_mobile,Chrome,HOTMAIL.COM,8.79,ABANDONADO,PG,2900002077521
3000000006062054,01/05/2019,02:15:23,B 2150850001, 15.000  ,1,47.60.44.41,browser_mobile,Safari,GMAIL.COM,11.52,ABANDONADO,PG,2900010998782
3000000005557600,01/03/2019,01:12:32,B 2150850001,  ,1,188.76.85.195,browser_mobile,Chrome,GMAIL.COM,0,ABANDONADO,PG,2900002393431
3000000005557746,01/03/2019,01:12:32,B 2150850001,  ,1,94.73.63.59,browser_mobile,Safari,HOTMAIL.COM,0,ABANDONADO,PG,2900000770358
3000000005559732,01/03/2019,17:10:43,B 2150850001, 15.000  ,1,85.52.40.122,browser_mobile,Safari,GMAIL.COM,8.68,ABANDONADO,WA,2900002475790
3000000005559738,01/03/2019,01:12:33,B 2150850001,  ,1,88.7.189.194,browser_mobile,Safari,GMAIL.COM,0,ABANDONADO,PG,2900001881572
3000000005813721,01/04/2019,12:06:59,B 2150850001, 4.000  ,1,87.222.20.114,browser_mobile,Chrome,GMAIL.COM,12.62,ABANDONADO,WA,2900007372624
3000000005814539,01/04/2019,02:13:19,B 2150850001,  ,1,93.156.111.128,browser_mobile,Chrome,HOTMAIL.COM,0,ABANDONADO,PG,2900000922302
3000000005817749,01/04/2019,02:13:20,B 2150850001,  ,1,195.135.250.138,browser_mobile,Chrome,GMAIL.COM,0,ABANDONADO,PG,2900001857959
3000000005818544,01/04/2019,02:13:20,B 2150850001,  ,1,149.100.21.135,browser_mobile,Chrome,HOTMAIL.COM,0,ABANDONADO,PG,2900003297165
3000000006057559,01/05/2019,00:01:20,B 2150850001, 12.000  ,1,85.48.188.116,browser_mobile,Chrome,YAHOO.ES,6.01,ABANDONADO,WA,2900002715095
3000000006057592,01/05/2019,00:18:30,B 2150850001, 10.250  ,1,31.4.131.24,browser_mobile,Other,HOTMAIL.COM,9.38,ABANDONADO,WA,2900000623227
3000000006058932,01/05/2019,10:32:01,B 2150850001, 15.000  ,1,46.136.65.72,browser_mobile,Safari,ICLOUD.COM,11.41,ABANDONADO,WA,2900010218055
3000000006060138,01/05/2019,14:00:25,B 2150850001, 15.000  ,1,31.4.131.55,browser_mobile,Other,HOTMAIL.COM,11.52,ABANDONADO,WA,2900002126216
3000000006060643,01/05/2019,15:49:06,B 2150850001, 7.500  ,1,81.0.1.94,browser_computer,Chrome,GMAIL.COM,10.36,ABANDONADO,WA,2900001867544
3000000006060933,01/05/2019,16:46:59,B 2150850001, 8.000  ,1,186.120.51.41,browser_mobile,Safari,GMAIL.COM,10.25,ABANDONADO,WA,2900010683025
3000000006061935,01/05/2019,20:48:48,B 2150850001, 15.000  ,1,90.174.209.190,browser_mobile,Other,HOTMAIL.COM,6.12,ABANDONADO,WA,2900006418477
3000000005554459,01/03/2019,13:37:20,B 2150850001, 5.000  ,1,2.152.213.171,browser_mobile,Safari,HOTMAIL.ES,20.62,RECHAZADO,BA,2900006257905
3000000005558981,01/03/2019,01:09:28,B 2150850001, 12.000  ,1,88.10.63.137,browser_mobile,Safari,HOTMAIL.COM,8.79,ABANDONADO,PG,2900003115474
3000000005556577,01/03/2019,09:24:47,B 2150850001, 4.000  ,1,185.123.139.94,browser_mobile,Safari,HOTMAIL.COM,20.63,ACEPTADO,,2900006492896
3000000005561315,01/03/2019,14:54:32,B 2150850001, 12.000  ,1,85.49.208.58,browser_computer,Safari,GMAIL.COM,8.25,RECHAZADO,RI,2900010863777
3000000005559096,01/03/2019,12:24:31,B 2150850001, 4.000  ,1,84.126.38.26,browser_mobile,Safari,GMAIL.COM,20.63,ABANDONADO,ZC,2900003387224
3000000005555707,01/03/2019,10:29:52,B 2150850001, 12.000  ,1,84.126.38.26,browser_mobile,Safari,GMAIL.COM,9.33,RECHAZADO,FN,2900002992869
3000000005556231,01/03/2019,17:47:16,B 2150850001, 15.000  ,1,85.48.57.170,browser_mobile,Chrome,GMAIL.COM,11.41,RECHAZADO,BU,2900007458322
3000000005555233,01/03/2019,00:46:37,B 2150850001, 6.000  ,1,95.60.216.236,browser_mobile,Chrome,GMAIL.COM,10.36,ABANDONADO,PG,2900010498191
3000000005557671,01/03/2019,00:46:38,B 2150850001, 8.000  ,1,185.124.4.253,browser_mobile,Chrome,HOTMAIL.COM,10.36,ABANDONADO,PG,2900007204005
3000000005560964,01/03/2019,01:09:29,B 2150850001, 14.000  ,1,185.124.4.253,browser_mobile,Chrome,HOTMAIL.COM,8.25,ABANDONADO,PG,2900001084635
3000000005561604,01/03/2019,01:09:30,B 2150850001, 4.000  ,1,81.35.9.44,browser_mobile,Chrome,GMAIL.COM,11.45,ABANDONADO,PG,2900002360436
3000000005558028,01/03/2019,01:09:28,B 2150850001, 4.000  ,1,193.125.60.143,browser_mobile,Chrome,HOTMAIL.COM,12.52,ABANDONADO,PG,2900010600738
3000000005555743,01/03/2019,09:24:59,B 2150850001, 4.000  ,1,31.177.97.15,browser_mobile,Safari,GMAIL.COM,11.45,RECHAZADO,FN,2900003743663
3000000005557536,01/03/2019,17:19:05,B 2150850001, 15.000  ,1,195.135.251.34,browser_mobile,Chrome,GMAIL.COM,8.68,ACEPTADO,,2900003098273
3000000005557935,01/03/2019,10:03:18,B 2150850001, 15.000  ,1,88.13.203.126,browser_mobile,Safari,HOTMAIL.COM,8.24,ACEPTADO,,2900010862777
3000000005557459,01/03/2019,16:55:40,B 2150850001, 12.000  ,1,80.224.88.132,browser_mobile,Chrome,GMAIL.COM,6.12,RECHAZADO,PF,2900002823270
3000000005557393,01/03/2019,14:51:19,B 2150850001, 10.000  ,1,95.169.229.64,browser_mobile,Safari,GMAIL.COM,11.52,RECHAZADO,SC,2900010862610
3000000005554529,01/03/2019,01:09:26,B 2150850001, 15.000  ,1,95.169.229.64,browser_mobile,Safari,GMAIL.COM,8.68,ABANDONADO,PG,2900010698142
3000000005555496,01/03/2019,09:58:18,B 2150850001, 4.000  ,1,37.134.100.227,browser_mobile,Chrome,HOTMAIL.COM,11.45,ABANDONADO,ZC,2900000742843
3000000005558139,01/03/2019,11:55:02,B 2150850001, 4.000  ,1,85.84.245.236,browser_mobile,Chrome,OUTLOOK.ES,11.45,ABANDONADO,ZO,2900006788505
3000000005559843,01/03/2019,15:07:30,B 2150850001, 15.000  ,1,213.4.39.62,browser_computer,Edge,YAHOO.ES,11.41,ACEPTADO,,2900002301632
3000000005561442,01/03/2019,15:36:12,B 2150850001, 8.000  ,1,213.4.39.62,browser_computer,Edge,YAHOO.ES,10.25,RECHAZADO,BU,2900007310246
3000000005559944,01/03/2019,01:09:29,B 2150850001, 7.000  ,1,84.76.26.30,browser_mobile,Chrome,GMAIL.COM,10.36,ABANDONADO,PG,2900006596440
3000000005557442,01/03/2019,10:15:08,B 2150850001, 13.000  ,1,193.152.35.63,browser_mobile,Chrome,HOTMAIL.COM,8.14,ABANDONADO,ZC,2900006587514
3000000005811567,01/04/2019,17:34:23,B 2150850001, 7.500  ,1,31.4.197.144,browser_mobile,Safari,HOTMAIL.COM,10.25,ACEPTADO,,2900002019179
3000000005819902,01/04/2019,19:51:40,B 2150850001, 15.000  ,1,89.130.214.218,browser_mobile,Safari,GMAIL.COM,8.78,ABANDONADO,ZC,2900001478669
3000000005818007,01/04/2019,01:49:24,B 2150850001, 12.000  ,1,80.38.153.134,browser_computer,Chrome,HUESCAESRADIO.FM,11.51,ABANDONADO,PG,2900010893525
3000000005815064,01/04/2019,01:49:22,B 2150850001, 12.000  ,1,95.169.225.65,browser_mobile,Safari,GMAIL.COM,11.51,ABANDONADO,PG,2900010933915
3000000005812679,01/04/2019,15:12:24,B 2150850001, 9.500  ,1,31.221.218.149,browser_mobile,Chrome,HOTMAIL.COM,10.26,ACEPTADO,,2900003277071
3000000005815117,01/04/2019,13:58:33,B 2150850001, 4.000  ,1,31.221.218.149,browser_mobile,Chrome,HOTMAIL.COM,12.51,ACEPTADO,,2900007015957
3000000005810267,01/04/2019,11:37:15,B 2150850001, 4.000  ,1,213.236.20.158,browser_computer,Chrome,GMAIL.COM,11.56,RECHAZADO,TC,2900001859817
3000000005817122,01/04/2019,01:49:23,B 2150850001, 12.000  ,1,31.221.218.149,browser_mobile,Chrome,HOTMAIL.COM,6.01,ABANDONADO,PG,2900006349562
3000000005819203,01/04/2019,01:49:25,B 2150850001, 8.000  ,1,31.221.218.149,browser_mobile,Chrome,HOTMAIL.COM,16.01,ABANDONADO,PG,2900001485635
3000000005820133,01/04/2019,16:57:15,B 2150850001, 4.500  ,1,83.35.118.37,browser_mobile,Chrome,GMAIL.COM,20.61,ACEPTADO,,2900001875098
3000000005813685,01/04/2019,01:49:21,B 2150850001, 12.500  ,1,46.39.204.198,browser_mobile,Chrome,GMAIL.COM,6.01,ABANDONADO,PG,2900002657603
3000000005812028,01/04/2019,01:49:20,B 2150850001, 4.000  ,1,31.4.216.52,browser_mobile,Safari,HOTMAIL.COM,11.44,ABANDONADO,PG,2900002289629
3000000005810598,01/04/2019,10:28:37,B 2150850001, 4.000  ,1,89.128.99.141,browser_mobile,Chrome,HOTMAIL.COM,11.45,ABANDONADO,ZC,2900006838266
3000000005820521,01/04/2019,01:49:26,B 2150850001, 4.000  ,1,79.155.22.36,browser_mobile,Safari,GMAIL.COM,11.45,ABANDONADO,PG,2900002706150
3000000005819887,01/04/2019,13:07:20,B 2150850001, 5.500  ,1,83.45.18.137,browser_mobile,Safari,HOTMAIL.COM,11.45,ABANDONADO,ZC,2900002021999
3000000005815176,01/04/2019,20:40:45,B 2150850001, 7.000  ,1,185.202.165.68,browser_mobile,Chrome,GMAIL.COM,10.36,ABANDONADO,ZO,2900001388161
